4	8887.39661085	14331.1352916
5	11245.2033311	20376.0510197
10	10531.1923073	12564.664139
22	16837.9120386	20848.4121802
44	11102.2525802	14981.3727233
83	15713.7239949	14563.6266589
99	12732.8459221	10989.7657538
105	17275.713135	17483.4212291
114	13865.0486827	14393.9202654
122	18499.7161331	15459.7117133
180	18440.6204275	13360.0919237
188	13040.6375719	16477.19679
190	14384.5969699	10212.4309047
200	14870.7474704	19106.8615741
238	9313.50195472	17231.0874057
240	16702.0998364	10840.9731877
